ID,default_risk,pred,pred_pay_amt
2451,0.4008129,0,2000.0
2454,0.5332328,1,5500.0
2455,0.1937382,0,4013.06
2469,0.25085694,0,5724.455
2471,0.8927751,1,4700.0
2481,0.5467342,1,0.0
2482,0.2116018,0,8337.89
2486,0.32714695,0,0.0
2490,0.5123158,1,1117.005
2499,0.36696422,0,2845.995
2503,0.31020537,0,1500.0
2505,0.33086106,0,30413.91
2515,0.24840708,0,2073.945
2518,0.378571,0,2152.965
2520,0.27921593,0,4901.16
2521,0.27900812,0,6900.01
2522,0.22050351,0,1690.015
2525,0.35560083,0,1011.0
2532,0.55248356,1,0.0
2534,0.31619334,0,9397.0
2539,0.3042867,0,0.0
2540,0.39297226,0,0.0
2546,0.56082195,1,1300.0
2550,0.78472865,1,7800.46
2554,0.2551784,0,1007.63
2567,0.4742306,0,3495.055
2575,0.25095972,0,2100.0
2581,0.33072045,0,0.0
2604,0.38501585,0,1000.0
2609,0.48821905,0,1300.0
2616,0.2007323,0,4000.0
2635,0.3412217,0,0.0
2645,0.47717312,0,0.0
2655,0.37457484,0,1861.06
2656,0.7646223,1,0.0
2665,0.398918,0,2000.0
2667,0.2224852,0,3006.0
2668,0.32444754,0,19598.785
2669,0.4452983,0,1530.02
2670,0.36188704,0,2536.535
2677,0.3719367,0,8300.0
2678,0.5360238,1,0.0
2685,0.83766,1,2000.0
2687,0.21104342,0,4500.0
2689,0.29051623,0,11000.0
2693,0.2766641,0,3138.695
2701,0.4687352,0,2000.0
2711,0.20848547,0,10042.895
2712,0.47242555,0,13.965
2726,0.5417365,1,0.0
2733,0.26719412,0,2000.0
2741,0.39917302,0,1746.965
2744,0.23239958,0,2020.015
2764,0.4706891,0,1500.0
2768,0.2532612,0,5500.99
2770,0.33341005,0,1581.985
2780,0.20097187,0,5950.115
2784,0.5580961,1,0.0
2790,0.51276374,1,9196.31
2797,0.447838,0,1353.655
2798,0.26565173,0,6363.605
2809,0.16499595,0,16018.42
2812,0.38214937,0,1700.0
2818,0.8494006,1,0.0
2826,0.49869817,0,1000.0
2827,0.1646861,0,18540.68
2832,0.56278986,1,776.095
2840,0.1736279,0,5000.0
2841,0.35702726,0,1526.01
2843,0.6328085,1,1500.0
2844,0.7592917,1,5500.0
2847,0.20352724,0,10000.0
2851,0.26078293,0,15894.015
2855,0.90398216,1,1100.0
2860,0.5266602,1,0.0
2875,0.43868324,0,1359.89
2878,0.398589,0,18507.145
2881,0.24437244,0,4960.45
2882,0.35197923,0,18685.11
2901,0.43277833,0,2000.0
2921,0.45478395,0,2441.495
2928,0.5512796,1,390.0
2935,0.5467838,1,0.0
2939,0.8450665,1,57.005
2940,0.2559883,0,2226.54
2950,0.43313766,0,2145.175
2951,0.8297105,1,3000.0
2955,0.28214744,0,0.0
2959,0.5779364,1,0.0
2968,0.42209002,0,259.77
2969,0.40229413,0,3990.45
2975,0.1871961,0,3595.105
2976,0.36018285,0,0.0
2981,0.3745966,0,1600.0
2985,0.36023888,0,1010.0
2987,0.37120908,0,1000.0
2994,0.8421502,1,836.02
2995,0.32850167,0,3504.975
2998,0.3295871,0,0.0
2999,0.43084282,0,3000.0
3001,0.26678184,0,1488.045
3010,0.8147796,1,2389.57
3011,0.29210478,0,4000.0
3017,0.4517044,0,1300.0
3020,0.76500595,1,3000.0
3021,0.8180314,1,4500.0
3022,0.2659111,0,1204.945
3023,0.45620474,0,1320.01
3024,0.8898492,1,3000.0
3025,0.40847644,0,16611.32
3033,0.37356818,0,752.395
3035,0.16599008,0,6320.32
3041,0.8584586,1,2000.0
3045,0.14073487,0,52219.06
3046,0.5584574,1,326.0
3048,0.3051709,0,0.0
3050,0.45205376,0,3036.23
3051,0.22161022,0,8025.88
3052,0.42923436,0,0.0
3058,0.42025974,0,1600.0
3063,0.33750594,0,1158.0
3066,0.611308,1,1100.0
3067,0.5655797,1,831.36
3069,0.16919361,0,10007.95
3082,0.20604035,0,5005.0
3090,0.13999021,0,20045.94
3098,0.21722655,0,6690.885
3112,0.3065374,0,2730.155
3124,0.4120144,0,1031.955
3127,0.8342298,1,0.0
3130,0.31000006,0,3499.995
3131,0.2146395,0,10066.235
3134,0.26715302,0,32527.755
3136,0.2605784,0,4900.08
3140,0.2603114,0,2000.0
3141,0.65449464,1,0.0
3146,0.46611923,0,1390.72
3155,0.56331706,1,1646.93
3158,0.28490096,0,30040.57
3159,0.21751006,0,5001.0
3160,0.3436008,0,1733.0
3161,0.26608717,0,9354.17
3163,0.4682728,0,0.0
3171,0.65704304,1,0.0
3177,0.54320896,1,550.04
3178,0.3117953,0,2000.0
3192,0.6695856,1,0.0
3196,0.5781434,1,1307.005
3205,0.17400801,0,2686.26
3206,0.5139271,1,0.0
3216,0.17924163,0,5000.0
3217,0.8651327,1,10000.0
3219,0.42275238,0,0.0
3225,0.28071013,0,6360.03
3227,0.19603586,0,5000.0
3229,0.3886934,0,2227.93
3232,0.23980334,0,3500.0
3235,0.5167344,1,0.0
3247,0.40711224,0,0.0
3250,0.42640612,0,2350.025
3252,0.41916436,0,2900.015
3258,0.5622288,1,0.0
3259,0.12012963,0,24125.295
3266,0.55098814,1,0.0
3280,0.15867174,0,66381.575
3282,0.31225714,0,4410.92
3285,0.4483441,0,1858.985
3289,0.22321177,0,5000.0
3303,0.6668661,1,0.0
3306,0.29008156,0,2569.1
3321,0.19884817,0,3718.295
3325,0.5134819,1,5011.885
3331,0.6086594,1,0.0
3332,0.30850175,0,1000.0
3342,0.36397484,0,2000.0
3347,0.83812493,1,0.0
3350,0.5505142,1,0.0
3353,0.48059496,0,0.0
3354,0.634452,1,5000.0
3357,0.34817755,0,2000.0
3369,0.37597397,0,2280.975
3385,0.23914042,0,31637.82
3392,0.41618374,0,0.0
3393,0.21307644,0,10000.0
3401,0.18043599,0,1571.79
3405,0.40006372,0,3000.0
3412,0.30681214,0,4000.0
3413,0.18926542,0,13332.485
3419,0.7960994,1,3000.0
3423,0.18615426,0,2000.0
3433,0.5438292,1,2.0
3435,0.43954468,0,390.0
3437,0.30997765,0,1000.0
3438,0.25543532,0,7600.0
3439,0.19738877,0,1630.905
3441,0.37053105,0,1600.0
3446,0.40850016,0,1123.74
3448,0.2716095,0,2988.98
3452,0.39162356,0,6000.0
3457,0.6819687,1,0.0
3460,0.2953882,0,8000.0
3461,0.18105128,0,5020.645
3471,0.54449886,1,0.0
3477,0.39678076,0,1218.025
3478,0.21709785,0,7948.94
3482,0.81979686,1,1500.0
3486,0.830932,1,4000.0
3487,0.23727277,0,780.0
3489,0.521716,1,2012.92
3493,0.27505785,0,6060.865
3501,0.8347413,1,1500.0
3503,0.2083592,0,5000.0
3507,0.17450702,0,8357.625
3522,0.18978997,0,5333.59
3531,0.4590923,0,500.0
3541,0.60073507,1,0.0
3556,0.32937077,0,1730.045
3557,0.2170112,0,3205.385
3558,0.2537157,0,4000.0
3561,0.8965826,1,2600.0
3563,0.30273962,0,0.0
3564,0.8424647,1,6600.125
3569,0.54211926,1,0.0
3571,0.1746887,0,5000.0
3572,0.31153423,0,8018.865
3573,0.6912467,1,0.0
3584,0.8580094,1,2500.0
3586,0.55851865,1,0.0
3587,0.5796252,1,0.0
3591,0.51617926,1,1257.015
3603,0.15196909,0,3000.0
3608,0.49497834,0,1700.0
3625,0.21509525,0,31381.765
3627,0.42446652,0,2201.735
3634,0.47527733,0,0.0
3640,0.33490783,0,3000.0
3642,0.19470923,0,7255.97
3645,0.86022615,1,1749.995
3646,0.26381493,0,7000.0
3652,0.28960794,0,6009.835
3653,0.29232562,0,17999.9
3654,0.29195023,0,3798.79
3662,0.37158254,0,0.0
3663,0.40677372,0,326.0
3675,0.3386378,0,0.0
3676,0.57127696,1,1126.005
3685,0.2637295,0,7000.0
3686,0.15278137,0,9138.895
3688,0.41689572,0,1210.9
3694,0.3242639,0,3000.0
3699,0.5457448,1,0.0
3705,0.37756544,0,1800.0
3707,0.2597797,0,5000.0
3708,0.24940956,0,5341.58
3711,0.16212696,0,3007.005
3723,0.18926458,0,5000.0
3724,0.7762384,1,3000.0
3727,0.5111569,1,1105.985
3728,0.45914388,0,1742.005
3730,0.37220454,0,0.0
3738,0.24389127,0,14085.565
3741,0.2551793,0,4000.0
3745,0.1712828,0,5772.145
3756,0.33994207,0,0.0
3757,0.4646414,0,2000.0
3758,0.51986486,1,0.0
3760,0.24471782,0,2402.88
3764,0.34990764,0,2120.02
3772,0.14849105,0,22894.365
3773,0.3197234,0,0.0
3774,0.57198673,1,0.0
3797,0.38724175,0,4419.56
3803,0.5273793,1,62790.81
3812,0.82787335,1,0.0
3813,0.54450434,1,0.0
3814,0.40306005,0,3200.0
3820,0.6224421,1,2000.0
3823,0.6046467,1,0.0
3826,0.36137947,0,872.705
3829,0.36901414,0,4068.695
3836,0.15061052,0,5456.755
3842,0.24003059,0,6000.0
3845,0.26738286,0,10000.0
3851,0.5899595,1,1520.985
3855,0.44900405,0,1402.935
3862,0.28916013,0,7000.0
3869,0.44458923,0,380.605
3882,0.18203175,0,15232.98
3894,0.21212739,0,3000.0
3896,0.39659026,0,7096.555
3898,0.23577785,0,2904.2
3905,0.5582312,1,31.0
3918,0.23384097,0,10000.0
3921,0.36736017,0,0.0
3923,0.46460903,0,1500.0
3927,0.4729114,0,1633.88
3928,0.27657607,0,8200.0
3936,0.894891,1,5000.0
3944,0.22866933,0,6229.5
3945,0.4250704,0,0.0
3946,0.41589957,0,0.0
3951,0.79539615,1,6000.0
3952,0.26316294,0,1500.0
3981,0.2133373,0,2949.88
3983,0.34513828,0,2500.0
3986,0.32513526,0,1532.02
3991,0.66423064,1,499.92
3992,0.2551978,0,2294.9
3994,0.37874937,0,1000.0
4006,0.35614362,0,636.84
4019,0.55372274,1,0.0
4024,0.31590107,0,2753.835
4026,0.1267766,0,24998.715
4031,0.2977539,0,3326.155
4041,0.46860424,0,0.0
4042,0.6220112,1,2749.045
4045,0.2592948,0,1764.98
4049,0.38938802,0,4149.75
4050,0.3450494,0,2940.645
4052,0.18657047,0,3303.445
4077,0.7328671,1,0.0
4079,0.51717615,1,475.39
4111,0.34868008,0,1521.995
4116,0.17880106,0,24035.33
4119,0.38343406,0,3000.0
4124,0.31283396,0,0.0
4129,0.35317546,0,0.0
4131,0.47476846,0,1928.175
4132,0.16063368,0,7000.0
4135,0.2347935,0,6629.075
4147,0.2509622,0,4000.0
4162,0.61283803,1,0.0
4170,0.5948557,1,3000.0
4175,0.38496184,0,3200.0
4178,0.28853467,0,3015.965
4181,0.26206264,0,3000.0
4182,0.37178814,0,237.175
4191,0.2093226,0,3011.12
4197,0.5663939,1,0.0
4201,0.5486632,1,1017.805
4207,0.42009643,0,0.0
4218,0.7079447,1,2100.0
4227,0.21826895,0,86791.98
4230,0.5113191,1,2000.0
4235,0.45800194,0,2500.0
4238,0.5343028,1,0.0
4240,0.40278465,0,0.0
4249,0.8887957,1,2300.0
4251,0.5966029,1,165.0
4252,0.20557053,0,2289.68
4270,0.38063765,0,2006.0
4273,0.5366345,1,0.0
4275,0.2762659,0,1965.0
4285,0.3665871,0,2280.98
4292,0.542565,1,316.0
4293,0.50251025,1,1188.0
4299,0.35675395,0,0.0
4300,0.13084231,0,21885.495
4301,0.39874768,0,0.0
4303,0.29367787,0,13515.26
4304,0.2222335,0,2002.995
4308,0.19969985,0,3000.0
4315,0.39780116,0,2300.0
4316,0.4475893,0,2600.0
4320,0.25100115,0,4049.93
4323,0.24488494,0,315.96
4329,0.21791849,0,5000.0
4330,0.43317926,0,0.0
4331,0.68646663,1,0.0
4337,0.8414576,1,0.0
4338,0.3009808,0,4598.395
4340,0.37924582,0,552.0
4344,0.1907529,0,10108.24
4353,0.37584245,0,8734.905
4362,0.29383513,0,326.005
4364,0.3607969,0,0.0
4370,0.24410245,0,3633.655
4372,0.30285868,0,3000.0
4381,0.34036458,0,492.265
4382,0.42193383,0,1086.68
4383,0.5049423,1,3987.875
4389,0.19280164,0,1694.595
4391,0.4264579,0,1800.0
4397,0.49559608,0,5250.145
4401,0.31844047,0,0.0
4402,0.36417854,0,4000.0
4408,0.38795736,0,2128.0
4413,0.29307586,0,5000.0
4432,0.1994757,0,4000.0
4433,0.8053744,1,0.0
4434,0.20419565,0,1342.51
