,ID,default_risk,pred
142,1006,0.37699392,0
143,25483,0.26255423,0
144,6457,0.54004675,1
145,20481,0.839094,1
146,26816,0.46295604,0
147,23836,0.34287181,0
148,23812,0.80929774,1
149,25763,0.15831614,0
150,21944,0.16655876,0
151,18365,0.24152388,0
152,27173,0.56479657,1
153,22804,0.20988505,0
154,22317,0.41919094,0
155,20997,0.8708104,1
156,3161,0.26608717,0
157,4732,0.6440848,1
158,9083,0.58142304,1
159,29071,0.27280498,0
160,9053,0.2068203,0
161,10670,0.50661945,1
162,1902,0.5847994,1
163,8996,0.55829614,1
164,24428,0.34692064,0
165,4579,0.5979795,1
166,8654,0.277372,0
167,2881,0.24437244,0
168,11421,0.14222392,0
169,27438,0.1529558,0
170,598,0.5195856,1
171,12320,0.20212883,0
172,10179,0.5734959,1
173,1092,0.25644615,0
174,22360,0.124752,0
175,4381,0.34036458,0
176,146,0.42279774,0
177,23761,0.21529259,0
178,5185,0.39376906,0
179,23390,0.2875048,0
180,20435,0.16309294,0
181,19093,0.27432713,0
182,29281,0.17979753,0
183,6198,0.28522646,0
184,8578,0.8422487,1
185,16799,0.6791678,1
186,22537,0.886155,1
187,22052,0.4310433,0
188,21339,0.3043345,0
189,7249,0.8275207,1
190,25184,0.30441704,0
191,2454,0.5332328,1
192,17084,0.5519941,1
193,22080,0.39264378,0
194,22552,0.35852623,0
195,10255,0.3691768,0
196,4408,0.38795736,0
197,6401,0.40318263,0
198,11727,0.40415022,0
199,11875,0.81749403,1
200,4494,0.55475706,1
201,18228,0.7533829,1
202,23696,0.32492962,0
203,17425,0.24607101,0
204,6753,0.8412318,1
205,24347,0.13616513,0
206,27915,0.28231168,0
207,29758,0.3862101,0
208,13859,0.3554766,0
209,24494,0.58166575,1
210,350,0.45458543,0
211,24039,0.83279884,1
212,18842,0.53244925,1
213,12592,0.23375686,0
214,11250,0.5114842,1
215,5748,0.19973028,0
216,26163,0.24058542,0
217,13094,0.32882848,0
218,10123,0.34651837,0
219,1680,0.3721419,0
220,15971,0.3191969,0
221,13709,0.28312707,0
222,5896,0.18076843,0
223,2388,0.37309703,0
224,20923,0.33897424,0
225,7179,0.49766693,0
226,26592,0.26406807,0
227,8215,0.38358372,0
228,20218,0.52925587,1
229,6380,0.88230944,1
230,20064,0.37793002,0
231,9463,0.8421508,1
232,11685,0.28766772,0
233,24543,0.40132406,0
234,15204,0.6116544,1
235,24033,0.53878677,1
236,11223,0.47468194,0
237,3192,0.6695856,1
238,17266,0.8040168,1
239,21647,0.82887805,1
240,3229,0.3886934,0
241,15032,0.42322662,0
242,9333,0.14484036,0
243,22961,0.19704527,0
244,20895,0.32811028,0
245,10037,0.19039142,0
246,19932,0.45208037,0
247,1992,0.55597275,1
248,3896,0.39659026,0
249,4987,0.42799667,0
250,19234,0.4773345,0
251,15818,0.2058608,0
252,21527,0.21511981,0
253,20254,0.31093335,0
254,26522,0.25339225,0
255,4546,0.26902774,0
256,4578,0.49698335,0
257,17394,0.8391339,1
258,21072,0.120591335,0
259,16950,0.83748096,1
260,11505,0.3670536,0
261,14672,0.52395135,1
262,28595,0.34541297,0
263,9575,0.45030087,0
264,29375,0.53606063,1
265,20172,0.40598246,0
266,26457,0.23968208,0
267,13558,0.31866822,0
268,23136,0.558539,1
269,29927,0.771027,1
270,21248,0.35193756,0
271,5195,0.14840174,0
272,25576,0.19304612,0
273,10822,0.5366094,1
274,385,0.27788505,0
275,2670,0.36188704,0
276,1908,0.20400114,0
277,23861,0.22442144,0
278,2188,0.5950915,1
279,16708,0.3533003,0
280,8560,0.25642923,0
281,2550,0.78472865,1
282,8199,0.45901886,0
283,22635,0.39653578,0
284,5964,0.6305052,1
285,15325,0.19830887,0
286,10556,0.17012274,0
287,8960,0.5326984,1
288,21128,0.43034863,0
289,20644,0.32639354,0
290,20986,0.204754,0
291,27010,0.18883495,0
292,5920,0.25056702,0
293,8369,0.812245,1
294,27857,0.37715685,0
295,2711,0.20848547,0
296,4871,0.37186453,0
297,22272,0.223302,0
298,29854,0.36656633,0
299,2125,0.8168399,1
300,17127,0.36408404,0
301,6767,0.2672506,0
302,8445,0.42157122,0
303,8997,0.27954888,0
304,29597,0.20974658,0
305,10569,0.41272599,0
306,28817,0.31090063,0
307,7925,0.24223481,0
308,28975,0.88022524,1
309,6272,0.8710648,1
310,20583,0.33712718,0
311,20088,0.3416311,0
312,15524,0.16441697,0
313,25908,0.29706588,0
314,22720,0.17383726,0
315,29074,0.8588443,1
316,29998,0.7993415,1
317,22476,0.42695215,0
318,14267,0.20534481,0
319,3353,0.48059496,0
320,14548,0.36102605,0
321,870,0.29966226,0
322,11739,0.85253996,1
323,25238,0.33557907,0
324,649,0.8513,1
325,26596,0.3733464,0
326,13881,0.205677,0
327,25717,0.56886715,1
328,7412,0.30114287,0
329,17077,0.8813737,1
330,17670,0.22085305,0
331,23217,0.1499467,0
332,19976,0.30389604,0
333,7638,0.27211314,0
334,12206,0.56342274,1
335,19968,0.29793176,0
336,777,0.20446786,0
337,3303,0.6668661,1
338,10700,0.3026231,0
339,9138,0.13256843,0
340,23590,0.186519,0
341,19751,0.3521544,0
342,17686,0.82034993,1
343,27925,0.33728662,0
344,22154,0.2989956,0
345,572,0.35894722,0
346,1300,0.4340728,0
347,13635,0.2882547,0
348,5495,0.2026672,0
349,10014,0.4059515,0
350,21075,0.40200332,0
351,2451,0.4008129,0
352,18955,0.42996603,0
353,22528,0.43631792,0
354,15749,0.6699812,1
355,29666,0.8850245,1
356,4315,0.39780116,0
357,22195,0.54469526,1
358,2935,0.5467838,1
359,25964,0.34027943,0
360,11411,0.26144874,0
361,13810,0.5835324,1
362,26306,0.39867505,0
363,25167,0.4970664,0
364,12060,0.2377598,0
365,27002,0.32293388,0
366,9864,0.28568625,0
367,27786,0.13155971,0
368,17732,0.3346381,0
369,15639,0.69481206,1
370,980,0.29696468,0
371,1851,0.42640147,0
372,1099,0.4033831,0
373,14950,0.38548806,0
374,24215,0.5634138,1
375,5941,0.30496758,0
376,1130,0.4984077,0
377,6666,0.4710765,0
378,5384,0.64670616,1
379,22483,0.24676824,0
380,6405,0.24812923,0
381,13669,0.30982992,0
382,13953,0.52673113,1
383,11628,0.38753003,0
384,373,0.4908658,0
385,2320,0.2904188,0
386,24244,0.19849408,0
387,1606,0.29951653,0
388,26011,0.20082642,0
389,23277,0.241481,0
390,14913,0.444564,0
391,9075,0.8415937,1
392,29675,0.30340064,0
393,29400,0.3146779,0
394,29750,0.38836303,0
395,2333,0.8124879,1
396,29746,0.4583676,0
397,16947,0.7909836,1
398,11050,0.89232606,1
399,20959,0.39895028,0
400,9499,0.35599837,0
401,26353,0.5225611,1
402,18371,0.8196939,1
403,18308,0.21764565,0
404,12462,0.5170546,1
405,26966,0.41397312,0
406,5256,0.2806912,0
407,11918,0.5733912,1
408,11199,0.30809426,0
409,12602,0.60006356,1
410,8298,0.502324,1
411,24691,0.2705661,0
412,163,0.54517674,1
413,11005,0.3212432,0
414,18313,0.4237543,0
415,24131,0.77184296,1
416,15153,0.5522848,1
417,28738,0.17319311,0
418,17315,0.68953645,1
419,8249,0.5161923,1
420,27286,0.22721267,0
421,19148,0.17786877,0
422,16758,0.51674986,1
423,14724,0.23465373,0
424,3024,0.8898492,1
425,26073,0.3598759,0
426,9095,0.24447648,0
427,13270,0.4219429,0
428,8670,0.28132856,0
429,8336,0.59702855,1
430,7051,0.24504592,0
431,11995,0.38227397,0
432,25111,0.25784615,0
433,9101,0.49126643,0
434,1989,0.8843052,1
435,2515,0.24840708,0
436,27427,0.41641256,0
437,10750,0.510786,1
438,26343,0.26448473,0
439,29943,0.3748313,0
440,11147,0.49962145,0
441,9927,0.30572164,0
442,24887,0.314676,0
443,18156,0.43160164,0
444,12866,0.22416717,0
445,27441,0.76830745,1
446,22668,0.46753007,0
447,26361,0.24987593,0
448,8138,0.2264611,0
449,15362,0.399831,0
450,25204,0.40397176,0
451,15786,0.2781384,0
452,4413,0.29307586,0
453,20420,0.37478772,0
454,6067,0.61020416,1
455,28692,0.13301672,0
456,2144,0.8115668,1
457,24965,0.5587465,1
458,24310,0.20852253,0
459,14767,0.34228784,0
460,8574,0.74238884,1
461,3642,0.19470923,0
462,1230,0.34360307,0
463,15921,0.18552066,0
464,19948,0.8149019,1
465,11284,0.74463874,1
466,8037,0.36197534,0
467,28683,0.20646025,0
468,22386,0.26183522,0
469,6958,0.82557124,1
470,7308,0.71667427,1
471,24116,0.43902805,0
472,3820,0.6224421,1
473,10313,0.1523546,0
474,20883,0.12558004,0
475,8173,0.26266265,0
476,16856,0.3984231,0
477,16091,0.7524115,1
478,21780,0.2559085,0
479,6170,0.4048584,0
480,17008,0.23271555,0
481,9295,0.5132897,1
482,9322,0.11806978,0
483,27742,0.43878457,0
484,13862,0.26998442,0
485,27571,0.52613014,1
486,14622,0.11082164,0
487,19610,0.1819072,0
488,7274,0.14862043,0
489,6827,0.49145937,0
490,6032,0.6550053,1
491,13111,0.35272074,0
492,8858,0.6007979,1
493,2882,0.35197923,0
494,14234,0.58466846,1
495,17383,0.25196183,0
496,739,0.25679874,0
497,8153,0.27372447,0
498,22771,0.19538212,0
499,3041,0.8584586,1
500,5729,0.21524979,0
501,23124,0.20517276,0
502,5535,0.30027196,0
503,1414,0.17434359,0
504,9047,0.2990151,0
505,27764,0.26017168,0
506,24250,0.2325738,0
507,2049,0.45370656,0
508,4925,0.8363771,1
509,1018,0.7639183,1
510,26272,0.45347157,0
511,27004,0.34086537,0
512,15281,0.19733514,0
513,7981,0.24740556,0
514,5614,0.5071136,1
515,2276,0.5124998,1
516,26968,0.23190862,0
517,28590,0.15749171,0
518,27326,0.34763688,0
519,14789,0.5650556,1
520,24873,0.5476536,1
521,17183,0.18515667,0
522,17004,0.376747,0
523,11789,0.26572746,0
524,23671,0.4836685,0
525,15473,0.18156388,0
526,16923,0.46208236,0
527,449,0.14648871,0
528,6693,0.49292046,0
529,820,0.21232489,0
530,23903,0.39316118,0
531,17759,0.5687434,1
532,759,0.24184287,0
533,6755,0.42481673,0
534,18815,0.2755302,0
535,16220,0.46245968,0
536,14241,0.12972663,0
537,5175,0.33076316,0
538,125,0.47030926,0
539,7244,0.57724434,1
540,21023,0.23121578,0
541,19167,0.41889316,0
542,24171,0.32274795,0
543,3730,0.37220454,0
544,16972,0.38612348,0
545,22983,0.15250379,0
546,20762,0.47125587,0
547,5678,0.42619592,0
548,19495,0.3127875,0
549,3662,0.37158254,0
550,2354,0.27327457,0
551,5916,0.7437532,1
552,3981,0.2133373,0
553,5098,0.36946774,0
554,2102,0.9136104,1
555,5842,0.16226251,0
556,19580,0.38056856,0
557,23936,0.26022926,0
558,27391,0.15785652,0
559,20787,0.2574452,0
560,2047,0.32930404,0
561,6841,0.5429958,1
562,11480,0.1666557,0
563,24358,0.14563161,0
564,11052,0.42953208,0
565,23111,0.31894168,0
566,20489,0.15025143,0
567,26218,0.28751406,0
568,10880,0.27233294,0
569,4611,0.4097863,0
570,11778,0.30538434,0
571,18191,0.50075185,1
572,20826,0.34699675,0
573,25678,0.34038463,0
574,27904,0.18064041,0
575,14664,0.3628042,0
576,12500,0.26491573,0
577,15304,0.25627542,0
578,23224,0.23669444,0
579,18542,0.15658097,0
580,7968,0.3182263,0
581,8256,0.32586625,0
582,1668,0.6427957,1
583,8619,0.37312678,0
584,15599,0.8091078,1
585,6371,0.7587124,1
586,26258,0.26660153,0
587,14292,0.39330456,0
588,19917,0.46769556,0
589,15162,0.3991982,0
590,20389,0.8057926,1
591,26753,0.23799586,0
592,11631,0.15946048,0
593,3855,0.44900405,0
594,15811,0.8387928,1
595,23078,0.37713262,0
596,10984,0.28848857,0
597,4699,0.35974398,0
598,23035,0.29985803,0
599,28537,0.4535815,0
600,27889,0.61308914,1
601,5720,0.21151046,0
602,26599,0.46290025,0
603,15585,0.24002694,0
604,8127,0.2754029,0
605,21722,0.31388736,0
606,18679,0.29840925,0
607,29101,0.39267862,0
608,22715,0.19268633,0
609,6741,0.52874404,1
610,18265,0.24301738,0
611,27207,0.24253684,0
612,16385,0.44485673,0
613,13560,0.29067156,0
614,8828,0.2970205,0
615,25461,0.8163807,1
616,20047,0.5281194,1
617,26126,0.4819951,0
618,1024,0.2921254,0
619,11486,0.7923475,1
620,15126,0.1832326,0
621,2645,0.47717312,0
622,12459,0.40135947,0
623,26259,0.38559565,0
624,13087,0.4140526,0
625,15680,0.36542085,0
626,22844,0.40220228,0
627,1510,0.8600831,1
628,24527,0.20883223,0
629,23326,0.49989185,0
630,15538,0.4777003,0
631,25093,0.42992175,0
632,1267,0.28854436,0
633,20496,0.19023839,0
634,5086,0.44213015,0
635,7661,0.78730536,1
636,5435,0.8124284,1
637,14051,0.34436256,0
638,9134,0.35257047,0
639,8238,0.6085131,1
640,7641,0.42815858,0
641,23779,0.51047385,1
642,25548,0.2922004,0
643,4337,0.8414576,1
644,4042,0.6220112,1
645,9227,0.5330908,1
646,2798,0.26565173,0
647,22035,0.14987952,0
648,16306,0.57664365,1
649,2534,0.31619334,0
650,16714,0.867794,1
651,1922,0.58155066,1
652,4638,0.39614186,0
653,23643,0.17170036,0
654,6235,0.3098087,0
655,3446,0.40850016,0
656,13316,0.40379208,0
657,3584,0.8580094,1
658,19406,0.42479393,0
659,1177,0.4340988,0
660,29166,0.39648458,0
661,12743,0.35361353,0
662,4595,0.53960127,1
663,982,0.8102259,1
664,24876,0.29757443,0
665,21648,0.89270854,1
666,20167,0.2767499,0
667,24067,0.29291543,0
668,2322,0.56531376,1
669,28448,0.22692914,0
670,25978,0.4995153,0
671,22665,0.4476237,0
672,5046,0.28119364,0
673,26121,0.3296936,0
674,28696,0.17037655,0
675,17803,0.1816163,0
676,6784,0.70626116,1
677,18761,0.30868998,0
678,3727,0.5111569,1
679,24711,0.32651454,0
680,14511,0.65348554,1
681,1369,0.8477433,1
682,2176,0.35391355,0
683,12289,0.41623786,0
684,14016,0.26368225,0
685,13733,0.20543194,0
686,29438,0.38973328,0
687,986,0.4205741,0
688,24036,0.4779642,0
689,8587,0.2117721,0
690,14371,0.21320926,0
691,875,0.5488643,1
692,10595,0.508933,1
693,260,0.82461673,1
694,29095,0.3761176,0
695,29023,0.6218501,1
696,28072,0.3531598,0
697,7483,0.30628288,0
698,7762,0.2193564,0
699,1410,0.42728657,0
700,20194,0.264433,0
701,21623,0.4852517,0
702,4364,0.3607969,0
703,24526,0.31228274,0
704,28473,0.37116632,0
705,7152,0.34007257,0
706,17431,0.5563239,1
707,22571,0.4023083,0
708,3699,0.5457448,1
709,28502,0.6509806,1
710,14685,0.5255485,1
711,9459,0.24923728,0
712,13695,0.19042844,0
713,14202,0.32426292,0
714,19101,0.68367094,1
715,24617,0.31896827,0
716,17235,0.87970984,1
717,9580,0.4551943,0
718,21064,0.27128118,0
719,29952,0.22262742,0
720,24118,0.121120386,0
721,24693,0.45358115,0
722,10132,0.11903056,0
723,10235,0.38246042,0
724,19277,0.27709314,0
725,9166,0.2908722,0
726,13036,0.52342737,1
727,29914,0.13058963,0
728,14119,0.32069024,0
729,27475,0.27219522,0
730,15739,0.27927956,0
731,11086,0.20305909,0
732,16055,0.1863997,0
733,24111,0.5703524,1
734,21703,0.8215321,1
735,1326,0.6284106,1
736,6859,0.40595034,0
737,27195,0.26923317,0
738,10054,0.2756939,0
739,10250,0.22636878,0
740,20417,0.41328216,0
741,22942,0.2296881,0
742,26922,0.22799358,0
743,26628,0.78231776,1
744,7086,0.534199,1
745,4129,0.35317546,0
746,15677,0.32164878,0
747,552,0.22381355,0
748,11757,0.4357234,0
749,7206,0.3765726,0
750,24930,0.5129879,1
751,28592,0.827344,1
752,16402,0.505879,1
753,3282,0.31225714,0
754,26150,0.30187798,0
755,16134,0.43598077,0
756,19839,0.26521695,0
757,12031,0.314715,0
758,28191,0.36158907,0
759,25164,0.3107119,0
760,26373,0.58851135,1
761,29764,0.3201772,0
762,26517,0.5426428,1
763,18646,0.42006394,0
764,15002,0.20623271,0
765,11479,0.17830788,0
766,11734,0.14868455,0
767,8727,0.4601856,0
768,24985,0.41760796,0
769,8665,0.1476369,0
770,21559,0.3353787,0
771,3992,0.2551978,0
772,17226,0.25476706,0
773,14983,0.22137624,0
774,5595,0.5391308,1
775,24707,0.3574167,0
776,16495,0.21749735,0
777,2840,0.1736279,0
778,4708,0.8357211,1
779,4539,0.56386864,1
780,11096,0.55687195,1
781,3738,0.24389127,0
782,5161,0.21950917,0
783,26984,0.121824175,0
784,29724,0.8592944,1
785,17029,0.39660776,0
786,29046,0.26690695,0
787,14822,0.40687856,0
788,25236,0.38696954,0
789,17046,0.46824232,0
790,834,0.25663844,0
791,19711,0.31019068,0
792,20198,0.2761709,0
793,26681,0.83871925,1
794,27777,0.16584027,0
795,12355,0.41118807,0
796,11189,0.17229348,0
797,24580,0.2530977,0
798,28576,0.41320822,0
799,14266,0.18864325,0
800,18349,0.2752807,0
801,21741,0.83352464,1
802,13101,0.758844,1
803,24791,0.3416582,0
804,27942,0.121191725,0
805,24709,0.8160634,1
806,19753,0.6697442,1
807,28463,0.5289645,1
808,29547,0.3616606,0
809,23672,0.24843822,0
810,14973,0.441983,0
811,22109,0.15179,0
812,13357,0.27537116,0
813,20052,0.23830314,0
814,22464,0.3221696,0
815,16403,0.35852975,0
816,1403,0.36424205,0
817,22135,0.27183455,0
818,29800,0.873769,1
819,21320,0.5712163,1
820,934,0.86190665,1
821,10162,0.3372406,0
822,24246,0.2639954,0
823,10152,0.81133467,1
824,10741,0.5195094,1
825,9645,0.39972666,0
826,18658,0.68785876,1
827,17616,0.14694963,0
828,20891,0.40457264,0
829,15149,0.39448327,0
830,23879,0.34453052,0
831,7000,0.77699345,1
832,5921,0.5297873,1
833,2609,0.48821905,0
834,22384,0.24925081,0
835,28657,0.26365393,0
836,14319,0.3363689,0
837,26431,0.27406946,0
838,20375,0.41703793,0
839,13143,0.38909078,0
840,15099,0.3857399,0
841,29016,0.84303576,1
842,19532,0.31057096,0
843,2764,0.4706891,0
844,9836,0.4471674,0
845,5452,0.71903956,1
846,9915,0.41746166,0
847,238,0.32883576,0
848,15451,0.5349055,1
849,5060,0.5425481,1
850,14459,0.26356468,0
851,27559,0.2789956,0
852,14831,0.4256029,0
853,11805,0.51701707,1
854,3983,0.34513828,0
855,15820,0.5455407,1
856,15318,0.36266735,0
857,26643,0.29119578,0
858,6811,0.44287217,0
859,28935,0.31035522,0
860,20773,0.39309108,0
861,29226,0.22192301,0
862,5973,0.26979098,0
863,20602,0.20600183,0
864,21093,0.21946704,0
865,21763,0.38782233,0
866,24516,0.39999962,0
867,19124,0.41165143,0
868,13268,0.4179795,0
869,22411,0.37442362,0
870,5514,0.33328757,0
871,21294,0.3700081,0
872,3685,0.2637295,0
873,19571,0.37254012,0
874,3634,0.47527733,0
875,7346,0.2156584,0
876,2267,0.18365186,0
877,4784,0.4527749,0
878,14706,0.51731515,1
879,13363,0.4345233,0
880,5602,0.38155365,0
881,7961,0.44970378,0
882,10118,0.42768645,0
883,3134,0.26715302,0
884,29836,0.3009586,0
885,5456,0.6572082,1
886,17433,0.4091427,0
887,18834,0.34065524,0
888,190,0.7413683,1
889,1186,0.41737872,0
890,5219,0.83277524,1
891,25494,0.18518919,0
892,21809,0.39782023,0
893,11927,0.8373144,1
894,23102,0.22510898,0
895,27335,0.2512069,0
896,6080,0.13070512,0
897,14936,0.23686163,0
898,4382,0.42193383,0
899,15249,0.19524561,0
900,15734,0.38193014,0
901,25691,0.42005754,0
902,1595,0.41166496,0
903,12269,0.76483816,1
904,16105,0.4011457,0
905,28524,0.19570622,0
906,6057,0.20729683,0
907,24403,0.14129649,0
908,22886,0.26892865,0
909,15528,0.29998448,0
910,10134,0.7050826,1
911,29331,0.37448558,0
912,29863,0.34246606,0
913,25837,0.24636118,0
914,19654,0.12784885,0
915,12476,0.25126266,0
916,13824,0.442631,0
917,3652,0.28960794,0
918,4651,0.39917117,0
919,7969,0.6042805,1
920,14307,0.21346006,0
921,14539,0.30936316,0
922,26278,0.4433329,0
923,23595,0.23984578,0
924,10800,0.4092712,0
925,11417,0.4132124,0
926,20754,0.48594624,0
927,9798,0.23672816,0
928,8618,0.59075564,1
929,10116,0.70834714,1
930,28226,0.24681526,0
931,13956,0.18878485,0
932,3921,0.36736017,0
933,19279,0.47899398,0
934,20192,0.22596483,0
935,1543,0.2945184,0
936,2090,0.91375726,1
937,28374,0.39235318,0
938,25226,0.5202211,1
939,8323,0.25995824,0
940,18852,0.7284065,1
941,22749,0.4871801,0
942,17435,0.3933417,0
943,18691,0.5036193,1
944,20709,0.24495722,0
945,7117,0.22239208,0
946,20783,0.26681408,0
947,24720,0.16077638,0
948,23705,0.8621993,1
949,15058,0.5644677,1
950,25962,0.7481114,1
951,1285,0.23359236,0
952,16281,0.20487654,0
953,6241,0.7957885,1
954,2985,0.36023888,0
955,29345,0.27878547,0
956,14953,0.538657,1
957,19579,0.23607323,0
958,1421,0.21763071,0
959,25207,0.38448653,0
960,15031,0.9100391,1
961,5524,0.118869916,0
962,23288,0.34552217,0
963,22184,0.3047044,0
964,23227,0.24871954,0
965,25104,0.28564233,0
966,23259,0.6356101,1
967,24708,0.20226751,0
968,29483,0.3382539,0
969,15170,0.84031016,1
970,18902,0.25080833,0
971,6504,0.54338837,1
972,23734,0.3680364,0
973,17269,0.6952008,1
974,6545,0.2102362,0
975,6705,0.26955596,0
976,10731,0.30800527,0
977,9968,0.4112715,0
978,14599,0.7937139,1
979,2010,0.541891,1
980,14079,0.21111116,0
981,16025,0.2877369,0
982,9934,0.39310518,0
983,3688,0.41689572,0
984,3482,0.81979686,1
985,27485,0.879001,1
986,24240,0.5375433,1
987,4975,0.812791,1
988,14520,0.46457356,0
989,17033,0.49489734,0
990,4329,0.21791849,0
991,15476,0.58133656,1
992,9696,0.3877013,0
993,24349,0.2501785,0
994,5177,0.16742077,0
995,2741,0.39917302,0
996,8952,0.58022183,1
997,13,0.20286497,0
998,14833,0.8553599,1
999,16824,0.33076152,0
1000,1408,0.24235858,0
1001,28300,0.3403175,0
1002,9740,0.4432696,0
1003,1727,0.59131026,1
1004,5680,0.32707894,0
1005,12179,0.21728264,0
1006,1858,0.2677697,0
1007,9665,0.42191324,0
1008,5667,0.2338628,0
1009,5876,0.30475408,0
1010,8110,0.28900957,0
1011,23379,0.19954787,0
1012,7018,0.49435556,0
1013,16988,0.836158,1
1014,15262,0.19747257,0
1015,843,0.33766204,0
1016,9062,0.8295481,1
1017,3048,0.3051709,0
1018,23026,0.24032854,0
1019,23617,0.12533969,0
1020,22216,0.40912607,0
1021,20326,0.36281863,0
1022,6686,0.2304366,0
1023,11093,0.24390866,0
1024,13839,0.4024337,0
1025,18292,0.58273095,1
1026,18481,0.15143892,0
1027,22124,0.16796193,0
1028,10712,0.3743659,0
1029,22251,0.3416007,0
1030,9621,0.22630066,0
1031,19924,0.37453914,0
1032,12256,0.42409965,0
1033,2174,0.3098003,0
1034,1140,0.23624095,0
1035,19585,0.24152051,0
1036,4434,0.20419565,0
1037,29908,0.48144162,0
1038,24062,0.32481924,0
1039,1563,0.29956502,0
1040,16030,0.6981665,1
1041,21739,0.3391311,0
1042,4119,0.38343406,0
1043,3503,0.2083592,0
1044,6326,0.3353029,0
1045,5949,0.24080956,0
1046,13288,0.6000602,1
1047,4045,0.2592948,0
1048,24899,0.21905367,0
1049,19273,0.23921683,0
1050,6300,0.29407942,0
1051,2959,0.5779364,1
1052,17249,0.81986076,1
1053,25044,0.8753671,1
1054,16532,0.2546577,0
1055,14248,0.33544305,0
1056,23285,0.25008208,0
1057,17576,0.589995,1
1058,14585,0.5152388,1
1059,25089,0.24989711,0
1060,6357,0.29941723,0
1061,12959,0.7927958,1
1062,1796,0.5214269,1
1063,7813,0.3892827,0
1064,3438,0.25543532,0
1065,7476,0.5832136,1
1066,23048,0.4358858,0
1067,24101,0.5008275,1
1068,20117,0.323949,0
1069,25372,0.1685931,0
1070,7153,0.18540385,0
1071,8069,0.21079725,0
1072,24508,0.18226692,0
1073,12746,0.89235634,1
1074,3563,0.30273962,0
